company_id,site_id,company_name,industry,employee_count,location,website_url,created_at,updated_at
1,c15000000001,株式会社ベーシック,情報通信業,140,東京都千代田区一番町17-6 一番町MSビル2F,https://basicinc.jp/,2025-03-07 12:00:00,2025-03-07 12:00:00
